,estado,setor,faturamento_informado,divida_total_pj,score,taxa,atraso_corrente,prazo,valor_contrato,valor_contrato_mais_juros,valor_em_aberto
1790,PR,PAPEL E CELULOSE,70000.0,0.0,443,4.7775,0,12.6,11099.529,13568.28,0.0
1791,MG,VAREJO,20000.0,0.0,169,6.1215,1406,12.6,8324.547,10995.6,10995.6
1792,SC,SERVICOS DE EDUCACAO,180000.0,139000.0,182,5.04,0,12.6,27633.48,33809.76,0.0
1793,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25000.0,0.0,313,5.4075,878,12.6,5579.217,6869.16,3861.92
1794,SP,SERVICOS ADMINISTRATIVOS,20000.0,2000.0,739,5.103,0,12.6,7768.1835,9454.08,0.0
1795,MG,VAREJO,90000.0,10000.0,220,5.0085,0,12.6,22194.669,26855.04,0.0
1796,SP,VAREJO,55000.0,0.0,631,4.284,0,12.6,44676.24,53367.36,0.0
1797,TO,VAREJO,30000.0,69000.0,545,4.3995,1135,12.6,11097.849,13048.8,9639.19
1798,RS,SERVICOS PROFISSIONAIS E TECNICOS,45000.0,14000.0,257,5.1135,129,12.6,5549.271,6843.48,4603.77
1799,MT,VAREJO,200000.0,103000.0,451,4.4835,1231,6.3,16273.2885,17407.92,17407.92
1800,MG,ATACADO,45000.0,40000.0,228,5.124,0,12.6,16646.4585,20340.12,0.0
1801,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,25000.0,0.0,502,4.7145,0,12.6,22194.417,26388.0,0.0
1802,GO,VAREJO,50000.0,28000.0,430,4.9245,1030,12.6,22194.3855,26698.68,13093.2
1803,MG,TELECOM,17000.0,6000.0,390,4.9455,0,12.6,11099.928,13761.6,0.0
1804,DF,SERVICOS DE SAUDE,90000.0,148000.0,252,4.2105,1456,12.6,33297.6315,39199.68,20637.58
1805,MG,VAREJO,180000.0,583000.0,584,4.011,0,12.6,27748.602,32347.92,0.0
1806,GO,INDUSTRIA DA CONSTRUCAO,180000.0,26000.0,170,4.7145,0,12.6,39048.8805,46051.08,0.0
1807,SP,VAREJO,50000.0,29000.0,442,4.914,0,12.6,11098.0485,13468.44,0.0
1808,MG,VAREJO,48000.0,0.0,345,4.5465,1364,12.6,11098.416,13224.96,9793.29
1809,MG,SERVICOS DE EDUCACAO,32000.0,0.0,377,5.25,0,6.3,5408.1615,5931.78,0.0
1810,PE,VAREJO,650000.0,0.0,339,4.1475,0,6.3,27144.7785,29457.48,0.0
1811,SP,VAREJO,360000.0,314000.0,635,4.0635,0,18.9,114616.404,142354.62,0.0
1812,MA,SERVICOS DIVERSOS,40000.0,23000.0,481,5.2185,0,12.6,11097.324,13584.36,0.0
1813,SP,BENS DE CONSUMO,22000.0,6000.0,340,5.1135,0,12.6,5548.7985,6771.0,0.0
1814,GO,VAREJO,12000.0,2000.0,419,5.334,0,12.6,5548.956,6879.6,0.0
1815,SP,SERVICOS PROFISSIONAIS E TECNICOS,60000.0,0.0,243,5.313,1011,12.6,13310.073,16404.0,9516.16
1816,CE,SERVICOS ADMINISTRATIVOS,35000.0,0.0,167,5.2185,835,12.6,8878.1385,10912.2,909.35
1817,SP,VAREJO,35000.0,12000.0,637,4.3995,0,12.6,11097.198,12962.64,0.0
1818,AC,VAREJO,25000.0,1000.0,273,5.0505,0,5.25,5385.0615,5758.55,0.0
1819,RJ,SERVICOS DIVERSOS,40000.0,2000.0,218,5.0295,0,12.6,16650.2175,20802.84,0.0
1820,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,48000.0,12000.0,479,4.8195,0,11.55,11053.497,13465.21,0.0
1821,CE,VAREJO,90000.0,88000.0,348,4.5675,0,12.6,22195.74,26356.92,14739.36
1822,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,20000.0,2000.0,739,4.998,0,12.6,5549.859,6889.32,0.0
1823,SC,VAREJO,35000.0,13000.0,279,5.103,0,12.6,16646.1015,20258.88,0.0
1824,BA,SERVICOS ADMINISTRATIVOS,200000.0,0.0,436,4.662,0,12.6,44633.757,52756.08,0.0
1825,PA,ATACADO,300000.0,8000.0,336,4.8195,0,12.6,22315.1145,26531.76,0.0
1826,MG,SERVICOS ADMINISTRATIVOS,48000.0,88000.0,487,5.103,0,12.6,16646.1015,20258.88,0.0
1827,MG,VAREJO,20000.0,0.0,566,5.355,1176,12.6,5583.4065,7075.92,5306.94
1828,SP,ELETROELETRONICOS,1000000.0,250000.0,459,3.9165,0,3.15,53494.518,54231.51,0.0
1829,GO,VAREJO,70000.0,58000.0,452,5.2185,0,12.6,21569.3205,26511.12,0.0
1830,SP,INDUSTRIA DIGITAL,18000.0,0.0,663,4.6095,0,12.6,6660.0135,8098.44,0.0
1831,PE,VAREJO,10000.0,0.0,445,4.9665,1172,12.6,5549.8275,6871.92,5726.6
1832,MG,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,32000.0,304,5.271,0,12.6,5548.3365,6765.12,0.0
1833,PA,VAREJO,150000.0,299000.0,305,4.1895,0,12.6,39083.3205,46090.32,0.0
1834,SP,SERVICOS DE EDUCACAO,10000.0,7000.0,997,5.4075,0,12.6,11632.194,14795.76,0.0
1835,CE,SERVICOS DIVERSOS,40000.0,10000.0,402,4.662,0,8.4,10909.5315,12181.12,0.0
1836,SP,VAREJO,350000.0,0.0,394,4.326,1183,6.3,10847.886,11514.96,11514.96
1837,MG,SERVICOS ADMINISTRATIVOS,12000.0,6000.0,458,5.3025,0,12.6,5582.2515,6991.68,0.0
1838,SP,ELETROELETRONICOS,33000.0,12452.0,567,4.4835,0,12.6,11157.783,13033.44,0.0
1839,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,13000.0,0.0,314,5.2185,0,10.5,5502.483,6640.7,0.0
1840,GO,VAREJO,80000.0,72000.0,430,4.6935,0,12.6,16645.944,19791.12,0.0
1841,SP,PRODUTOS DE AGROPECUARIA,30000.0,27000.0,535,5.061,0,12.6,8368.8885,10108.56,0.0
1842,SP,VAREJO,110000.0,152000.0,527,4.1475,0,12.6,66969.6195,77610.36,0.0
1843,SP,VAREJO,30000.0,897.0,280,5.754,0,12.6,5548.788,7011.72,0.0
1844,DF,VAREJO,35000.0,17000.0,677,4.8195,0,12.6,16645.6605,19883.52,0.0
1845,SP,VAREJO,420000.0,1290000.0,511,3.885,993,12.6,111634.5615,127983.0,34561.75
1846,SP,SERVICOS PROFISSIONAIS E TECNICOS,10000.0,5000.0,652,5.061,0,8.4,5454.6135,6170.08,0.0
1847,AM,INDUSTRIA DIGITAL,25000.0,0.0,523,5.208,1172,12.6,5548.8825,6820.2,4461.8
1848,RJ,SERVICOS DE EDUCACAO,78000.0,15000.0,610,4.0635,0,12.6,5550.3945,6571.92,0.0
1849,SP,VAREJO,80000.0,48000.0,647,4.3155,0,12.6,39079.9395,46296.36,0.0
1850,SP,VAREJO,100000.0,7000.0,369,4.725,0,8.4,35046.4695,39131.28,0.0
1851,RJ,SERVICOS PROFISSIONAIS E TECNICOS,170000.0,425000.0,537,3.654,0,6.3,32545.4535,33865.26,0.0
1852,SP,ATACADO,70000.0,0.0,431,4.6725,0,3.15,3203.382,3261.12,0.0
1853,PR,ATACADO,90000.0,149000.0,105,6.132,0,12.6,11097.0405,14220.24,0.0
1854,PR,VAREJO,20000.0,3000.0,652,5.0505,0,12.6,11096.967,13410.36,0.0
1855,SP,VAREJO,50000.0,117000.0,844,4.9245,0,12.6,11100.7365,13867.08,0.0
1856,RS,BENS DE CONSUMO,308333.0,588000.0,180,4.158,940,12.6,55791.6135,64082.04,61658.01
1857,SP,VAREJO,70000.0,3000.0,552,4.347,0,10.5,22007.5485,25127.5,0.0
1858,RS,VAREJO,60000.0,297000.0,703,4.116,0,12.6,44660.1645,52164.72,0.0
1859,MG,VAREJO,110000.0,149000.0,249,5.7015,0,12.6,11163.999,14277.12,0.0
1860,PR,ATACADO,300000.0,54000.0,207,4.2945,0,6.3,21707.742,23413.5,0.0
1861,PR,VAREJO,60000.0,0.0,123,6.2895,874,12.6,11097.282,14381.88,3793.92
1862,RJ,SERVICOS ADMINISTRATIVOS,180000.0,169000.0,720,3.9165,0,12.6,66967.299,76491.96,0.0
1863,RS,VAREJO,20000.0,18000.0,448,5.775,0,9.45,11006.8245,13251.33,0.0
1864,AM,VAREJO,180000.0,346000.0,122,4.3785,0,12.6,39052.776,45348.0,0.0
1865,PE,ATACADO,11000.0,10000.0,697,4.9035,0,12.6,5548.914,6708.84,0.0
1866,SP,VAREJO,40000.0,271000.0,310,5.124,0,12.6,11097.429,13523.88,0.0
1867,SP,VAREJO,700000.0,56000.0,897,3.948,0,12.6,111657.7455,129359.16,0.0
1868,PB,BENS DE CONSUMO,142000.0,9000.0,237,4.7985,0,12.6,27896.19,33206.04,0.0
1869,SC,SERVICOS DE EDUCACAO,98000.0,53000.0,546,4.515,1178,15.75,45277.7745,57359.4,42944.65
1870,DF,VAREJO,37000.0,4000.0,431,5.3235,0,12.6,8772.8865,10831.32,0.0
1871,MA,SERVICOS PROFISSIONAIS E TECNICOS,300000.0,0.0,473,4.5465,0,6.3,32448.6855,34786.2,0.0
1872,GO,INDUSTRIA DIGITAL,50000.0,31000.0,119,5.796,1074,12.6,11100.726,14636.16,4333.91
1873,PR,INDUSTRIA DA CONSTRUCAO,45000.0,45000.0,216,4.8825,0,12.6,13317.213,16060.44,0.0
1874,BA,SERVICOS PROFISSIONAIS E TECNICOS,10000.0,0.0,740,5.481,0,6.3,2163.5985,2435.7,0.0
1875,SP,BENS DE CONSUMO,1282520.0,113000.0,459,3.6855,0,6.3,65088.219,67727.76,0.0
1876,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,12000.0,0.0,735,4.746,0,12.6,5549.9115,6792.48,0.0
1877,SP,VAREJO,260000.0,312000.0,349,4.935,0,6.3,10816.9215,11825.16,0.0
1878,SP,SERVICOS DIVERSOS,16000.0,8000.0,813,5.0925,0,12.6,5548.7145,6753.0,0.0
1879,CE,SERVICOS DE SANEAMENTO BASICO,80000.0,0.0,596,4.5885,0,12.6,16646.5215,19744.44,0.0
1880,SP,VAREJO,15847.0,7000.0,726,4.725,0,12.6,11100.999,13733.28,0.0
1881,RN,VAREJO,40000.0,3000.0,263,5.1135,0,12.6,11097.366,13505.88,0.0
1882,PA,SERVICOS ADMINISTRATIVOS,36000.0,4000.0,463,5.0715,897,6.3,5408.739,5972.34,2735.97
1883,MG,VAREJO,40000.0,28000.0,731,4.704,0,12.6,22194.06,26326.56,0.0
1884,AM,VAREJO,95000.0,201000.0,324,5.103,1288,6.3,10848.558,11821.8,9762.94
1885,BA,TELECOM,50000.0,85000.0,348,5.103,0,12.6,11097.6285,13542.12,0.0
1886,SP,TELECOM,120000.0,11000.0,219,4.3575,0,12.6,27745.095,32586.84,0.0
1887,TO,VAREJO,300000.0,180000.0,192,4.179,563,12.6,55780.0635,63757.2,7760.75
1888,PR,BENS DE CONSUMO,65000.0,73000.0,370,5.208,0,10.5,27504.309,32073.0,0.0
1889,SP,TRANSPORTE,17000.0,21000.0,310,5.334,1086,12.6,5547.318,6639.36,3319.68
1890,MG,SERVICOS ADMINISTRATIVOS,90000.0,389.0,177,5.061,0,9.45,16437.435,19393.83,0.0
1891,MT,TRANSPORTE,23000.0,11000.0,275,5.5545,0,6.3,8112.342,8998.02,0.0
1892,BA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,40000.0,33000.0,567,5.229,0,11.55,22094.793,25867.38,0.0
1893,RJ,TRANSPORTE,40000.0,61000.0,602,5.0295,0,12.6,13318.473,16386.72,0.0
1894,BA,VAREJO,14500.0,3000.0,470,5.88,0,5.25,10797.213,11774.05,0.0
1895,SP,INDUSTRIA DIGITAL,200000.0,76000.0,655,3.696,0,8.4,54806.3355,60026.48,0.0
1896,RJ,SERVICOS DE EDUCACAO,32000.0,0.0,420,4.1055,0,12.6,13320.048,15708.12,0.0
1897,SP,VAREJO,14000.0,0.0,253,6.279,0,12.6,8323.4655,10878.6,0.0
1898,SP,SERVICOS DIVERSOS,30000.0,33000.0,844,4.3575,0,12.6,44632.8225,51827.64,0.0
1899,PE,BENS DE CONSUMO,80000.0,0.0,207,5.1135,0,12.6,11097.2925,13505.76,0.0
1900,MG,VAREJO,40000.0,12000.0,224,5.082,0,12.6,16646.6685,20313.48,0.0
1901,RJ,VAREJO,22000.0,17000.0,670,4.683,0,9.45,5477.955,6203.25,0.0
1902,SP,VAREJO,20000.0,42000.0,435,5.5125,0,11.55,5527.0635,7059.58,0.0
1903,SP,SERVICOS DIVERSOS,180000.0,215000.0,538,3.7275,0,12.6,19975.9875,22573.44,0.0
1904,GO,VAREJO,180000.0,153000.0,230,4.809,360,12.6,44631.4365,53064.36,2354.57
1905,SP,BENS DE CAPITAL,700000.0,844000.0,125,3.906,0,12.6,55807.248,63744.6,0.0
1906,SP,VAREJO,200000.0,307000.0,394,4.6725,1191,12.6,13318.011,15986.04,14653.87
1907,RO,INDUSTRIA DA CONSTRUCAO,25000.0,8000.0,297,5.8905,0,12.6,5550.1635,7320.48,0.0
1908,SP,SERVICOS ADMINISTRATIVOS,150000.0,16000.0,353,3.654,0,12.6,33291.5835,37293.84,0.0
1909,AM,VAREJO,60000.0,2000.0,648,5.1555,0,12.6,22194.2385,27011.16,0.0
1910,PE,VAREJO,390000.0,57000.0,627,3.969,0,12.6,111679.386,130327.92,0.0
1911,SP,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,0.0,430,4.6725,1703,12.6,16737.6615,19783.56,16368.39
1912,SP,SERVICOS ADMINISTRATIVOS,30000.0,0.0,687,4.578,0,12.6,8323.0245,9837.6,0.0
1913,SP,VAREJO,30000.0,45000.0,251,4.5675,0,12.6,22194.795,26233.8,0.0
1914,MT,VAREJO,95000.0,83003.0,546,3.885,0,6.3,21643.608,23346.24,0.0
1915,SP,SERVICOS PROFISSIONAIS E TECNICOS,25000.0,0.0,292,5.838,318,6.3,5408.004,6019.2,4579.6
1916,SP,VAREJO,45000.0,20000.0,472,5.2395,0,12.6,11430.048,13905.0,0.0
1917,AC,SERVICOS DIVERSOS,36000.0,0.0,592,4.557,0,12.6,13317.402,15795.84,0.0
1918,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,150000.0,93000.0,549,4.557,0,12.6,33298.398,40136.28,0.0
1919,RJ,SERVICOS DIVERSOS,30000.0,19000.0,197,6.153,0,12.6,11097.5445,14325.24,0.0
1920,RJ,SERVICOS DE SAUDE,90000.0,0.0,388,5.1765,1291,12.6,11161.4895,13728.48,13728.48
1921,SP,TRANSPORTE,14196.0,25000.0,884,4.431,0,6.3,2163.8505,2376.42,0.0
1922,SC,VAREJO,75000.0,136000.0,364,4.7145,0,12.6,16645.797,19791.0,0.0
1923,ES,VAREJO,16000.0,4000.0,109,6.5835,1207,6.3,5408.5185,6241.32,5201.1
1924,AC,VAREJO,25000.0,0.0,322,5.397,101,12.6,11155.3995,13566.0,4414.77
