,estado,setor,faturamento_informado,divida_total_pj,score,taxa,atraso_corrente,prazo,valor_contrato,valor_contrato_mais_juros,valor_em_aberto
754,SP,SERVICOS ADMINISTRATIVOS,35000.0,0.0,167,6.384,0,12.6,5548.662,7231.56,0.0
755,PR,VAREJO,80000.0,27000.0,458,4.389,0,6.3,16228.4115,17741.52,0.0
756,PB,SERVICOS DE EDUCACAO,30000.0,0.0,271,5.3655,0,6.3,10818.066,12142.32,0.0
757,PR,SIDERURGICA-METALURGIA,80000.0,0.0,476,4.6725,0,6.3,5409.0645,5930.22,0.0
758,ES,SERVICOS DIVERSOS,12000.0,5000.0,624,5.4075,0,12.6,11099.151,14019.48,0.0
759,SP,VAREJO,16000.0,1000.0,475,5.334,0,12.6,7810.7715,9574.2,0.0
760,SP,VAREJO,45000.0,29000.0,879,4.2525,0,12.6,16646.133,19329.48,0.0
761,SP,SERVICOS PROFISSIONAIS E TECNICOS,550000.0,516000.0,337,3.969,0,12.6,55841.0475,65226.96,0.0
762,BA,VAREJO,100000.0,139680.0,243,4.8195,1547,12.6,8324.043,10114.2,9271.35
763,CE,VAREJO,80000.0,23000.0,511,3.801,0,10.5,55270.887,60736.6,0.0
764,SP,ATACADO,23000.0,0.0,735,4.6725,0,12.6,16749.474,20327.4,0.0
765,SP,BENS DE CONSUMO,250000.0,1020000.0,542,4.0845,0,12.6,66992.331,78173.04,0.0
766,MT,VAREJO,110000.0,96000.0,449,4.221,0,15.75,33722.3355,41694.0,0.0
767,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,115000.0,262.0,804,3.906,0,12.6,66968.0025,76422.12,0.0
768,SP,VAREJO,40000.0,20000.0,748,4.4835,0,12.6,16753.821,20286.84,0.0
769,GO,VAREJO,13000.0,3000.0,340,5.0925,0,12.6,9988.881,12334.68,0.0
770,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,50000.0,24000.0,259,5.082,0,6.3,10818.2865,12052.98,0.0
771,SP,TRANSPORTE,100000.0,8000.0,110,5.124,0,6.3,16224.0855,17679.6,0.0
772,RO,VAREJO,16077.6,14000.0,484,4.9245,0,10.5,7703.934,9218.1,0.0
773,BA,ATACADO,23000.0,62000.0,807,5.1555,0,12.6,14802.9105,18399.0,0.0
774,SP,VAREJO,66666.0,3000.0,800,3.822,0,12.6,44634.0615,50302.32,0.0
775,PA,VAREJO,90000.0,60000.0,296,4.5675,0,6.3,16224.012,17373.18,0.0
776,RS,VAREJO,39900.0,9000.0,786,4.494,0,12.6,22196.9895,26406.36,0.0
777,SP,SERVICOS DE SAUDE,35000.0,0.0,153,5.6175,1534,12.6,5550.048,7180.92,7180.92
778,MG,TELECOM,30000.0,4000.0,395,4.5465,878,12.6,22196.097,26357.4,6238.89
779,SP,SERVICOS ADMINISTRATIVOS,45000.0,0.0,715,4.7145,0,12.6,12207.3315,14565.96,0.0
780,SP,VAREJO,300000.0,99000.0,114,4.557,1382,12.6,39055.212,45891.0,45891.0
781,MG,VAREJO,50000.0,67000.0,488,5.103,0,12.6,16646.658,20340.36,0.0
782,SP,SERVICOS DIVERSOS,180000.0,235000.0,146,4.2525,0,9.45,49542.57,55959.93,0.0
783,SC,VAREJO,300000.0,317000.0,182,4.6095,1046,12.6,44635.7625,52685.4,17448.3
784,SP,SERVICOS PROFISSIONAIS E TECNICOS,600000.0,225000.0,418,4.0425,0,12.6,72527.595,82725.84,0.0
785,SC,VAREJO,10000.0,3000.0,486,5.355,0,12.6,5548.5885,6831.48,0.0
786,SP,SERVICOS ADMINISTRATIVOS,30000.0,0.0,206,5.187,0,12.6,11162.8335,13802.4,0.0
787,SP,TRANSPORTE,23000.0,102000.0,439,5.8065,0,10.5,11057.2455,13531.2,0.0
788,MA,TRANSPORTE,82000.0,88000.0,252,4.6305,0,12.6,27748.791,33623.52,0.0
789,SP,SERVICOS ADMINISTRATIVOS,174000.0,7000.0,264,4.5885,710,12.6,27743.3415,32792.04,15201.59
790,SP,SERVICOS DE SAUDE,2400000.0,1337010.0,678,3.927,1176,12.6,55830.7995,64675.56,15621.02
791,PE,SERVICOS PROFISSIONAIS E TECNICOS,35000.0,0.0,361,5.3865,0,12.6,16739.919,20687.04,0.0
792,SC,VAREJO,170000.0,96000.0,242,4.557,1532,12.6,22197.3465,26541.96,22050.89
793,SP,VAREJO,30000.0,376.0,161,5.6595,1462,12.6,8877.8025,11120.4,8129.55
794,MG,ATACADO,200000.0,619000.0,175,5.124,0,12.6,33291.237,40412.88,0.0
795,RO,ATACADO,50000.0,40000.0,221,4.6305,0,12.6,16744.0875,20021.4,0.0
796,SP,VAREJO,120000.0,113000.0,737,4.0425,0,12.6,21086.247,24316.08,0.0
797,PR,VAREJO,200000.0,3000.0,254,4.977,0,6.3,32448.612,35244.66,0.0
798,SP,VAREJO,120000.0,137000.0,504,4.263,0,8.4,32865.588,36340.56,0.0
799,SP,PAPEL E CELULOSE,250000.0,125000.0,644,3.99,0,6.3,16272.2805,17102.16,0.0
800,PR,ATACADO,200000.0,455000.0,338,4.6095,0,3.15,16018.6425,16476.0,0.0
801,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,55000.0,121000.0,470,5.2605,1099,11.55,11111.625,13589.07,9845.65
802,RN,VAREJO,200000.0,33000.0,179,6.2685,1074,6.3,5425.9695,6218.4,3082.26
803,AM,VAREJO,15000.0,9000.0,166,5.4075,0,12.6,5549.334,6970.08,0.0
804,RJ,VAREJO,40000.0,0.0,690,4.053,1767,12.6,11097.1035,12708.72,9475.58
805,SP,VAREJO,180000.0,144000.0,110,5.082,0,6.3,10854.165,12048.18,0.0
806,PA,SERVICOS DE SAUDE,17000.0,0.0,466,5.1555,0,5.25,5385.219,5797.0,0.0
807,PI,VAREJO,40000.0,400.0,297,5.0295,0,10.5,11003.2545,12929.2,0.0
808,BA,SERVICOS DE EDUCACAO,25000.0,0.0,640,4.536,1134,12.6,11097.4395,13093.8,7085.93
809,CE,TELECOM,20000.0,0.0,517,5.292,0,12.6,11098.584,13836.36,0.0
810,MT,VAREJO,280000.0,143000.0,396,3.885,1218,6.3,21632.709,22735.98,11367.99
811,GO,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,0.0,351,5.754,0,6.3,5429.5605,6288.72,0.0
812,SP,SERVICOS DIVERSOS,200000.0,29000.0,230,4.5045,1197,6.3,16224.537,17393.34,8712.67
813,SP,SERVICOS PROFISSIONAIS E TECNICOS,60000.0,172000.0,610,3.5595,1217,12.6,33302.3355,38143.32,34964.71
814,SP,SERVICOS ADMINISTRATIVOS,45000.0,0.0,515,4.5885,0,12.6,16645.923,19675.08,0.0
815,SP,ATACADO,10000.0,38000.0,455,5.4915,0,4.2,10725.6975,11574.2,0.0
816,MT,VAREJO,70000.0,23000.0,245,5.4915,0,6.3,5408.8125,6067.14,0.0
817,SP,TEXTEIS,60000.0,0.0,332,5.019,0,10.5,5502.105,6525.2,0.0
818,AC,VAREJO,140000.0,389000.0,328,4.011,0,18.9,80261.349,101022.12,0.0
819,SP,VAREJO,40000.0,68000.0,178,6.216,0,12.6,5548.5675,7150.44,0.0
820,MG,VAREJO,45000.0,8000.0,638,4.5255,1057,12.6,11099.865,13409.76,10057.32
821,RN,VAREJO,300000.0,94014.0,154,5.145,752,6.3,16230.1965,18472.92,0.0
822,ES,BENS DE CONSUMO,70000.0,2000.0,159,4.9875,1485,4.2,5363.3265,5769.6,4327.2
823,SP,SERVICOS ADMINISTRATIVOS,88933.0,68000.0,734,4.4625,0,12.6,5581.569,6619.92,0.0
824,MS,VAREJO,30000.0,29000.0,218,5.124,0,12.6,5548.536,6735.48,0.0
825,PB,VAREJO,600000.0,2000.0,225,4.767,941,12.6,22317.0255,26533.8,18634.33
826,MG,INDUSTRIA DIGITAL,30000.0,0.0,711,4.7985,0,6.3,5424.2475,5853.24,0.0
827,BA,SERVICOS DE EDUCACAO,16000.0,0.0,482,4.9245,0,12.6,11100.054,13761.72,0.0
828,SP,TEXTEIS,38000.0,0.0,676,4.767,0,12.6,16646.9835,20006.64,0.0
829,MG,ATACADO,190000.0,128000.0,179,4.263,0,12.6,55790.259,64399.56,0.0
830,MS,BENS DE CONSUMO,50000.0,40000.0,280,5.4705,0,12.6,22194.2385,27483.48,0.0
831,SP,SERVICOS DE EDUCACAO,200000.0,99000.0,215,4.389,66,18.9,114617.1915,146093.76,0.0
832,SP,ATACADO,40000.0,2000.0,726,4.7565,0,12.6,11099.172,13502.52,0.0
833,RN,SERVICOS DE ALOJAMENTO/ALIMENTACAO,38500.0,4000.0,360,5.6805,1183,5.25,10803.3765,11999.7,11999.7
834,SP,SERVICOS DE EDUCACAO,15000.0,3000.0,339,5.712,0,12.6,5550.0165,7216.44,0.0
835,SP,SERVICOS PROFISSIONAIS E TECNICOS,14000.0,2000.0,465,5.691,0,10.5,5530.0875,6802.1,0.0
836,SP,SERVICOS DE SAUDE,35000.0,0.0,849,4.3365,0,12.6,22320.732,26056.56,0.0
837,SP,VAREJO,40000.0,3000.0,686,4.599,0,12.6,22194.4695,26233.32,0.0
838,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,550000.0,271000.0,115,3.528,0,12.6,78169.077,88483.32,0.0
839,GO,VAREJO,110000.0,105000.0,317,4.3995,0,6.3,37968.9135,40437.06,0.0
840,MG,SERVICOS PROFISSIONAIS E TECNICOS,20000.0,52000.0,716,5.0715,906,15.75,5620.7025,7456.8,983.45
841,PI,VAREJO,70000.0,0.0,314,4.914,1058,12.6,11166.9705,13789.68,8637.87
842,DF,BENS DE CONSUMO,13000.0,0.0,473,5.376,987,12.6,5550.069,7079.16,4891.07
843,SP,SERVICOS DE SAUDE,30000.0,0.0,507,5.586,0,12.6,13155.891,16361.04,0.0
844,SP,SERVICOS ADMINISTRATIVOS,240000.0,501000.0,220,4.242,0,12.6,55792.9575,64402.68,0.0
845,SP,VAREJO,300000.0,109000.0,886,4.1475,0,12.6,55791.8025,64018.44,0.0
846,SP,ATACADO,90000.0,552.0,272,4.6515,0,18.9,45864.6825,61016.76,0.0
847,SP,INDUSTRIA DA CONSTRUCAO,15000.0,0.0,192,5.6805,0,12.6,11098.4685,14130.96,0.0
848,MA,VAREJO,65000.0,5135.0,263,5.082,0,8.4,16364.8485,18659.2,0.0
849,PR,ATACADO,250000.0,414000.0,635,3.78,1322,12.6,44655.219,50912.88,38063.29
850,SP,BENS DE CAPITAL,300000.0,0.0,292,4.389,0,6.3,10818.9375,11827.68,0.0
851,MG,VAREJO,12000.0,0.0,509,4.9035,301,12.6,11097.0825,13316.76,0.0
852,RJ,SERVICOS ADMINISTRATIVOS,300000.0,35000.0,589,4.137,0,12.6,55792.5795,64019.4,0.0
853,MG,SERVICOS ADMINISTRATIVOS,110000.0,123000.0,111,3.885,493,12.6,22198.449,25636.92,19571.38
854,PA,VAREJO,16000.0,0.0,456,4.9455,0,12.6,5549.838,6863.16,0.0
855,RS,VAREJO,900000.0,519000.0,179,3.654,1179,6.3,75980.7615,80222.4,52750.23
856,BA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,15000.0,0.0,390,5.6595,1191,12.6,5548.9245,7002.72,7002.72
857,GO,VAREJO,80000.0,76000.0,610,4.032,867,18.9,45855.138,57334.32,22115.46
858,BA,VAREJO,90000.0,41000.0,497,4.62,0,12.6,33290.67,39260.4,0.0
859,SP,TRANSPORTE,30000.0,7000.0,318,5.5335,0,10.5,5529.0585,6699.3,0.0
860,SP,SERVICOS ADMINISTRATIVOS,20000.0,5000.0,392,5.439,0,12.6,11097.7545,13821.12,0.0
861,RJ,TELECOM,15000.0,0.0,611,4.704,0,12.6,5548.62,6597.0,0.0
862,RS,TRANSPORTE,450000.0,0.0,377,4.7775,1144,12.6,20088.18,24026.64,21886.57
863,RJ,SERVICOS ADMINISTRATIVOS,90000.0,0.0,283,4.284,0,12.6,11100.9885,13351.08,0.0
864,GO,ATACADO,240000.0,37000.0,360,3.8535,0,12.6,66950.394,75588.12,0.0
865,MA,VAREJO,30000.0,13000.0,432,5.145,0,4.2,5362.1505,5648.64,0.0
866,MG,PAPEL E CELULOSE,100000.0,468000.0,823,4.179,0,12.6,33291.3945,38390.4,0.0
867,RJ,TELECOM,100000.0,97000.0,792,3.99,0,12.6,44650.893,51420.0,0.0
868,BA,SERVICOS DE EDUCACAO,30000.0,10000.0,346,5.334,0,12.6,11157.9825,13658.52,0.0
869,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,50000.0,0.0,320,4.956,0,12.6,11099.1615,13656.12,0.0
870,SP,SERVICOS PROFISSIONAIS E TECNICOS,60000.0,0.0,688,4.2735,0,12.6,22194.3645,25745.52,0.0
871,SC,SERVICOS DE EDUCACAO,55000.0,187000.0,708,4.473,0,12.6,26779.158,31280.88,0.0
872,PI,TELECOM,150000.0,26000.0,328,4.5885,0,12.6,22194.648,26233.56,0.0
873,MG,SIDERURGICA-METALURGIA,50000.0,26000.0,447,4.977,0,12.6,11162.067,13596.96,0.0
874,BA,VAREJO,10000.0,18000.0,488,5.9955,0,12.6,5548.5885,7070.04,0.0
875,SP,SERVICOS ADMINISTRATIVOS,275000.0,145000.0,325,3.6435,0,12.6,55788.7155,62118.72,0.0
876,DF,VAREJO,190000.0,200000.0,166,4.011,556,12.6,89308.884,103240.68,0.0
877,SP,VAREJO,100000.0,3000.0,425,5.061,0,12.6,22201.641,27990.36,0.0
878,SP,VAREJO,120000.0,8000.0,356,4.914,923,12.6,19975.0845,24028.92,8009.64
879,SP,VAREJO,30000.0,0.0,153,5.6805,0,9.45,5477.6925,6437.97,0.0
880,MG,SERVICOS PROFISSIONAIS E TECNICOS,12000.0,5000.0,804,4.683,22,3.15,1067.808,1089.33,677.33
881,SP,SERVICOS PROFISSIONAIS E TECNICOS,50000.0,7000.0,409,4.8825,0,12.6,33300.3825,41205.72,0.0
882,PI,TELECOM,250000.0,73000.0,199,5.292,0,12.6,55792.9575,68296.56,0.0
883,SP,ATACADO,20000.0,9000.0,325,6.09,0,12.6,5550.069,7390.32,0.0
884,SP,VAREJO,30000.0,2000.0,635,4.6935,0,12.6,22202.145,27434.16,0.0
885,SP,VAREJO,80000.0,12000.0,125,6.006,0,6.3,21701.5995,24544.5,0.0
886,RN,SERVICOS PROFISSIONAIS E TECNICOS,15000.0,0.0,639,4.7145,0,10.5,11005.071,12958.2,0.0
887,MT,VAREJO,40000.0,115000.0,827,4.368,0,12.6,13389.7995,15548.16,0.0
888,MA,TELECOM,60000.0,0.0,265,5.1555,0,12.6,11100.2955,13995.48,0.0
889,PI,VAREJO,20000.0,20000.0,844,4.6305,0,10.5,11002.509,12593.2,0.0
890,SP,VAREJO,180000.0,26000.0,529,5.061,0,12.6,39048.744,46859.28,0.0
891,PR,VAREJO,350000.0,56000.0,457,3.7065,0,6.3,54239.0625,56438.64,0.0
892,SP,TELECOM,24000.0,3000.0,365,5.4705,0,11.55,13335.042,16544.55,0.0
893,MG,VAREJO,10000.0,0.0,480,5.754,0,12.6,5548.8405,7022.4,0.0
894,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,50000.0,149000.0,660,4.5255,1353,12.6,11100.789,13533.0,6737.18
895,RS,VAREJO,32000.0,497.0,160,5.5545,0,12.6,11100.873,14446.2,0.0
896,RS,PRODUTOS DE AGROPECUARIA,180000.0,0.0,639,4.3155,0,6.3,54296.6655,59538.42,0.0
897,RJ,VAREJO,100000.0,16000.0,132,5.7435,1554,12.6,16739.5095,21093.6,21093.6
898,RJ,VAREJO,145000.0,0.0,0,4.599,0,12.6,16645.8915,19675.08,0.0
899,PR,BENS DE CONSUMO,25000.0,11000.0,266,5.166,0,12.6,16647.519,20556.96,0.0
900,BA,SERVICOS DIVERSOS,40000.0,3000.0,411,5.166,1269,6.3,16226.5845,18021.36,6031.44
901,MG,VAREJO,15000.0,26000.0,479,5.2185,0,12.6,5548.683,6792.12,0.0
902,SC,SERVICOS ADMINISTRATIVOS,112000.0,48000.0,506,4.263,1255,12.6,16646.0805,19329.36,16107.8
903,MG,VAREJO,589000.0,150000.0,349,4.032,0,12.6,55812.645,64396.44,0.0
904,SE,VAREJO,80000.0,185000.0,514,3.9165,0,12.6,55801.8405,63561.96,0.0
905,ES,SERVICOS ADMINISTRATIVOS,300000.0,283000.0,4,3.3915,1051,8.4,109579.7535,117372.16,91177.09
906,RS,VAREJO,35000.0,24000.0,234,6.069,0,8.4,5454.309,6371.28,0.0
907,DF,SERVICOS DE SAUDE,40000.0,72000.0,175,6.657,0,12.6,16735.236,21859.92,7158.88
908,MG,VAREJO,3200000.0,9231000.0,320,3.402,0,12.6,111600.2055,123231.0,21458.1
909,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,40000.0,101000.0,375,5.0715,0,12.6,22195.2045,27029.88,18997.26
910,SP,VAREJO,35000.0,4000.0,232,5.817,913,12.6,5581.3065,7149.6,1673.77
911,SP,SERVICOS PROFISSIONAIS E TECNICOS,13600.0,7000.0,724,4.6305,0,12.6,6660.1395,8127.0,0.0
912,PR,VAREJO,20000.0,23000.0,314,5.0925,0,12.6,3884.1075,4727.04,0.0
913,RS,BENS DE CONSUMO,62000.0,0.0,537,5.0925,0,12.6,33292.35,40517.88,0.0
914,SP,SERVICOS PROFISSIONAIS E TECNICOS,50000.0,4000.0,294,4.956,1487,6.3,16226.847,17922.18,17922.18
915,PA,VAREJO,103000.0,0.0,277,5.712,0,12.6,11095.854,13719.6,0.0
916,MT,VAREJO,85000.0,106000.0,535,4.4625,1284,12.6,33294.4185,39387.24,26258.16
917,SP,SERVICOS DE EDUCACAO,170000.0,70000.0,657,4.389,0,18.9,40111.47,50802.84,0.0
918,BA,INDUSTRIA DA CONSTRUCAO,310000.0,33000.0,421,4.4625,1359,12.6,22195.509,26168.76,26168.76
919,RS,VAREJO,30000.0,16000.0,474,5.25,1274,12.6,16646.9835,20572.2,18762.48
920,SP,INDUSTRIA DIGITAL,110000.0,108000.0,555,4.0425,0,18.9,80241.315,100042.2,0.0
921,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,15000.0,55000.0,716,5.523,1127,12.6,16646.217,20760.72,12110.42
922,PE,INDUSTRIA DA CONSTRUCAO,165000.0,0.0,429,3.8745,0,6.3,21708.036,23078.88,0.0
923,SP,SERVICOS PROFISSIONAIS E TECNICOS,35000.0,13000.0,337,5.334,1116,12.6,22195.0995,27402.96,17991.15
924,GO,VAREJO,30000.0,315.0,242,5.418,927,12.6,11159.7465,13816.68,2302.78
925,SP,VAREJO,250000.0,250000.0,182,3.465,0,5.25,32318.1705,33727.6,0.0
926,SP,VAREJO,36600.0,16000.0,807,3.1395,0,12.6,27894.258,30450.24,0.0
927,SC,SERVICOS ADMINISTRATIVOS,10000.0,0.0,560,4.053,0,12.6,11097.366,12733.68,0.0
928,MS,TRANSPORTE,14000.0,0.0,365,5.0925,1571,12.6,6659.751,8299.2,6413.64
929,MG,ATACADO,48000.0,0.0,486,4.809,0,12.6,11166.897,13699.92,0.0
930,SP,INDUSTRIA DIGITAL,30000.0,0.0,464,5.0715,0,12.6,11099.2245,13759.68,0.0
931,SP,SERVICOS ADMINISTRATIVOS,60000.0,2000.0,481,4.83,0,12.6,16645.755,19907.28,0.0
932,SP,TRANSPORTE,24000.0,60000.0,323,5.1345,0,12.6,11096.778,13436.04,0.0
933,MS,VAREJO,50000.0,21000.0,488,4.998,374,12.6,11097.429,13427.64,787.39
934,DF,SERVICOS PROFISSIONAIS E TECNICOS,30000.0,354.0,389,4.7775,1079,12.6,5548.7355,6635.88,1105.98
935,SP,VAREJO,25000.0,30000.0,356,5.2815,0,10.5,4401.1905,5216.9,0.0
936,CE,VAREJO,70000.0,0.0,321,5.103,1302,12.6,11097.3975,13505.88,12380.39
937,MG,SERVICOS DE EDUCACAO,40000.0,52000.0,841,4.662,0,12.6,22195.992,26516.16,0.0
938,DF,SERVICOS PROFISSIONAIS E TECNICOS,45000.0,0.0,248,4.914,0,10.5,11002.362,12737.6,0.0
939,MG,TELECOM,100000.0,143000.0,263,4.0425,0,12.6,61374.81,70207.2,0.0
940,SP,BENS DE CONSUMO,43000.0,13000.0,599,4.788,0,12.6,27745.1265,33426.24,0.0
941,PE,TELECOM,30000.0,4000.0,325,4.998,0,12.6,11098.08,13532.88,0.0
942,PE,VAREJO,30000.0,204.0,337,5.355,0,4.2,5375.5695,5761.4,0.0
943,SP,VAREJO,19000.0,11000.0,573,5.7855,1028,10.5,7703.409,9563.5,4667.46
944,SP,SERVICOS PROFISSIONAIS E TECNICOS,260333.0,0.0,172,4.0215,1051,6.3,16226.511,17315.4,5437.45
945,SP,VAREJO,75000.0,8000.0,402,5.2395,0,12.6,22195.593,27354.96,0.0
946,PR,VAREJO,40000.0,0.0,635,4.5045,0,6.3,10818.549,11597.88,0.0
947,RS,INDUSTRIA DIGITAL,40000.0,15000.0,156,5.1135,0,12.6,11097.2925,13505.76,0.0
948,SP,VAREJO,17000.0,0.0,126,6.216,0,12.6,5548.5255,7139.04,0.0
949,MG,SERVICOS DIVERSOS,10000.0,6000.0,111,5.628,1333,12.6,11097.5445,13921.68,11502.03
950,AC,SERVICOS ADMINISTRATIVOS,196000.0,0.0,325,4.6305,0,12.6,27908.16,33447.36,12952.38
951,RJ,TRANSPORTE,29000.0,10000.0,689,4.6725,0,12.6,11097.3975,13194.24,0.0
952,MG,INDUSTRIA DA CONSTRUCAO,150000.0,187000.0,379,3.906,0,9.45,60573.5025,67939.11,0.0
953,PR,VAREJO,25000.0,0.0,467,4.6095,0,12.6,11097.849,13209.0,0.0
954,AM,VAREJO,47500.0,92000.0,538,4.473,0,12.6,33293.0745,39252.96,0.0
955,SP,ATACADO,650000.0,896000.0,575,3.549,409,12.6,55829.8335,63144.84,12622.49
956,BA,VAREJO,50000.0,322000.0,507,4.3155,0,12.6,27751.0905,33269.4,0.0
957,RS,VAREJO,60000.0,16000.0,189,4.6515,0,6.3,8652.7875,9285.12,0.0
958,MG,TRANSPORTE,135000.0,4000.0,601,4.116,1319,6.3,16227.96,17518.98,8233.29
959,PR,VAREJO,50000.0,4000.0,273,5.019,0,12.6,22200.255,27701.16,0.0
960,SP,PAPEL E CELULOSE,110000.0,1056000.0,367,4.4205,1375,12.6,55801.0635,65419.2,59781.16
961,SP,VAREJO,40000.0,8000.0,424,5.3235,0,12.6,5548.6725,6831.48,0.0
962,PR,SERVICOS DE ALOJAMENTO/ALIMENTACAO,60000.0,0.0,258,5.0085,0,6.3,2163.2205,2349.6,0.0
963,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,84000.0,125,6.216,1179,12.6,8926.533,11457.48,10457.4
964,RN,SERVICOS PROFISSIONAIS E TECNICOS,50000.0,56000.0,390,5.271,0,6.3,10816.2285,11863.44,0.0
965,PA,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,7000.0,517,5.229,0,12.6,11162.256,13801.68,0.0
966,SC,SERVICOS ADMINISTRATIVOS,70000.0,34000.0,498,4.5465,0,12.6,33297.285,39951.84,0.0
967,PI,SERVICOS PROFISSIONAIS E TECNICOS,45000.0,0.0,293,5.145,0,6.3,8137.8255,8867.88,0.0
968,SC,,80000.0,33000.0,410,4.074,0,12.6,22194.7005,25492.8,0.0
969,MG,VAREJO,10000.0,274.0,743,4.5255,0,12.6,5549.565,6651.0,0.0
970,PR,VAREJO,90000.0,253000.0,307,4.3995,0,7.35,29338.449,32831.26,0.0
971,RJ,BENS DE CONSUMO,28000.0,8000.0,505,4.914,721,12.6,8322.9615,10012.08,722.12
972,MG,BENS DE CONSUMO,23000.0,0.0,248,5.439,1233,12.6,8322.9615,10306.44,8588.7
973,RJ,VAREJO,35000.0,12000.0,418,5.3445,0,6.3,10816.3335,11902.08,0.0
974,PR,VAREJO,300000.0,15000.0,236,4.0005,0,6.3,21635.2395,23064.36,0.0
975,SP,VAREJO,60000.0,826.0,561,5.0295,1144,12.6,11165.7315,13825.68,10294.96
976,PR,VAREJO,395000.0,286000.0,582,3.969,0,6.3,43402.317,45879.48,0.0
977,PR,ATACADO,115000.0,0.0,395,4.2735,0,6.3,21635.586,23319.96,0.0
978,RO,SERVICOS ADMINISTRATIVOS,10000.0,0.0,398,5.1975,0,12.6,5549.859,6969.6,0.0
979,SP,SIDERURGICA-METALURGIA,15000.0,1000.0,709,4.599,0,12.6,11097.366,13132.08,0.0
980,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,71000.0,476,3.948,1100,12.6,22195.383,25389.48,18997.05
981,SC,TEXTEIS,55000.0,25000.0,593,4.5465,0,18.9,40109.538,51227.64,0.0
982,RN,VAREJO,65000.0,0.0,427,5.2815,0,12.6,16746.6915,20946.96,0.0
983,RS,SERVICOS ADMINISTRATIVOS,80000.0,19000.0,111,5.67,0,12.6,11097.198,13900.44,0.0
984,CE,VAREJO,22000.0,0.0,418,4.599,0,12.6,11097.2715,13116.72,0.0
985,SP,VAREJO,57000.0,73000.0,534,4.5255,0,8.4,10911.2955,12314.0,0.0
986,SC,VAREJO,30000.0,1000.0,165,5.565,0,12.6,11099.928,14278.44,0.0
987,MG,VAREJO,80000.0,140000.0,532,4.347,0,12.6,22195.74,26012.28,0.0
988,SP,VAREJO,60000.0,23000.0,509,4.5675,0,12.6,11097.408,13116.84,0.0
989,PR,ATACADO,30000.0,3000.0,335,5.187,0,12.6,11160.324,13672.8,0.0
990,SC,TRANSPORTE,160000.0,182000.0,189,4.137,0,9.45,32876.1615,37212.39,0.0
991,MG,BENS DE CONSUMO,18000.0,27000.0,431,5.0085,1289,12.6,5548.662,6713.76,5555.4
992,SP,VAREJO,45000.0,10000.0,364,4.893,1191,12.6,5548.746,6683.28,4377.79
993,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,45000.0,2000.0,334,4.956,1253,12.6,11097.3765,13400.16,12283.48
994,MT,QUIMICA-PETROQUIMICA,45000.0,0.0,161,6.447,0,12.6,8879.5035,11945.4,0.0
995,MG,INDUSTRIA DIGITAL,18000.0,15000.0,223,5.691,0,12.6,5548.557,6950.16,0.0
996,SP,SERVICOS DIVERSOS,30000.0,0.0,376,5.1345,1415,12.6,11097.2295,13505.64,11068.12
997,MS,VAREJO,70000.0,3000.0,347,5.1555,1249,12.6,22197.0945,27445.8,11941.64
998,SC,VAREJO,35000.0,21000.0,397,5.1135,0,12.6,11097.0825,13470.96,0.0
999,PA,ATACADO,80000.0,2000.0,440,4.7775,0,12.6,5548.7145,6635.88,0.0
1000,CE,BENS DE CONSUMO,40000.0,0.0,471,5.1135,0,12.6,5548.6725,6752.88,0.0
1001,SP,ATACADO,30000.0,3000.0,714,4.767,0,12.6,16646.763,19981.92,0.0
1002,MG,SERVICOS DE ALOJAMENTO/ALIMENTACAO,140000.0,100000.0,172,4.4205,1129,12.6,39069.1245,46137.24,23068.62
1003,RJ,SERVICOS ADMINISTRATIVOS,95000.0,19000.0,435,4.7775,884,12.6,22196.2755,26741.28,14843.4
1004,RJ,SERVICOS DE ALOJAMENTO/ALIMENTACAO,70000.0,3000.0,664,4.053,0,12.6,7768.5405,8958.48,0.0
1005,SC,VAREJO,20000.0,0.0,399,5.4285,0,6.3,5426.757,6082.5,0.0
1006,SP,INDUSTRIA DA CONSTRUCAO,120000.0,28000.0,562,4.809,1039,6.3,27136.9245,29895.54,3880.62
1007,GO,SERVICOS DE ALOJAMENTO/ALIMENTACAO,30000.0,3000.0,242,5.1345,199,6.3,5407.773,5862.78,4477.53
1008,SP,SERVICOS DE ALOJAMENTO/ALIMENTACAO,40000.0,15000.0,414,4.9455,0,12.6,4439.967,5504.64,0.0
1009,SP,VAREJO,250000.0,50000.0,246,4.7775,976,12.6,16739.5725,19997.76,8133.25
